Rule,Description,FullSnippet,ErrorLines,Source
AvoidLiteralsInIfCondition,Avoid using literals in if statements,"import com.fasterxml.jackson.databind.JsonNode;
import com.fasterxml.jackson.databind.ObjectMapper;
import com.fasterxml.jackson.databind.node.ObjectNode;

import java.util.Iterator;
import java.util.Map;

public class JsonExpressionEvaluator {

    private static final ObjectMapper objectMapper = new ObjectMapper();

    public static void evaluateExpressions(JsonNode node) {
        if (node.isObject()) {
            ObjectNode objectNode = (ObjectNode) node;
            Iterator<Map.Entry<String, JsonNode>> fields = objectNode.fields();
            while (fields.hasNext()) {
                Map.Entry<String, JsonNode> field = fields.next();
                if (field.getValue().isObject() && field.getValue().has(""expression"")) {
                    String expression = field.getValue().get(""expression"").asText();
                    int value = evaluateExpression(expression, node);
                    objectNode.put(field.getKey(), value);
                } else {
                    evaluateExpressions(field.getValue());
                }
            }
        } else if (node.isArray()) {
            for (JsonNode element : node) {
                evaluateExpressions(element);
            }
        }
    }

    public static int evaluateExpression(String expression, JsonNode dataNode) {
        // Implement your expression evaluation logic here
        // For demonstration purposes, let's assume the expression format is ""calc(expression, data)""
        String[] parts = expression.split(""\\("");
        if (parts.length != 2) {
            throw new IllegalArgumentException(""Invalid expression: "" + expression);
        }
        String[] args = parts[1].replaceAll(""[()]"", """").split("","");
        String[] values = args[1].split("":"");
        String dataKey = values[0].trim();
        int dataValue = dataNode.at(""/"" + dataKey).asInt();
        String expressionWithoutCalc = parts[1].substring(0, parts[1].length() - 1).trim();
        // Evaluate expression - this should be your actual expression evaluation logic
        // For demonstration, we'll just add 100 to the data value
        int result = dataValue + Integer.parseInt(expressionWithoutCalc);
        return result;
    }

    public static void main(String[] args) throws Exception {
        String jsonString = ""{\""data\"":{\""A\"":1688,\""B\"":1363,\""C\"":{\""expression\"":\""calc(A+B,A:data.A,B:data.B)\""},\""D\"":{\""expression\"":\""calc(B+C,B:data.B,C:data.C)\""},\""drg\"":\""TEMPLATE(12).pdf\""},\""tbl02Modelmaster\"":{\""A\"":{\""expression\"":\""calc(A+100,A:$.data.A)\""},\""stageType\"":\""Multi\"",\""isPowerConstraint\"":true}}"";
        JsonNode rootNode = objectMapper.readTree(jsonString);
        evaluateExpressions(rootNode);
        System.out.println(rootNode.toString());
    }
}",        if (parts.length != 2) {,ChatGPT
TestClassWithoutTestCases,"The class 'TestActivity' might be a test class, but it contains no test cases.","public class TestActivity extends AppCompatActivity {

    private ViewPager2 viewpager2;
    private ViewPager2Adapter viewPager2Adapter;
    private VocabularyViewModel vocabularyViewModel;
    private Button btn_correct_2;
    private Button btn_false_2;

    @Override
    protected void onCreate(Bundle savedInstanceState) {
        super.onCreate(savedInstanceState);
        setContentView(R.layout.activity_test);
        initAll();

        btn_correct_2.setOnClickListener(view -> moveToNextCard(true));
        btn_false_2.setOnClickListener(view -> moveToNextCard(false));

        Objects.requireNonNull(getSupportActionBar()).setTitle(getResources().getString(R.string.learn_new_words));

        LiveData<List<VocabularyCard>> allNewCards = vocabularyViewModel.getAllNewCards(goal);
        allNewCards.observe(this, vocabularyCards -> {
            // Observe the current cards only once and then set them to the adapter and ViewPager2
            viewPager2Adapter.setCurrentCards(vocabularyCards);
            viewpager2.setAdapter(viewPager2Adapter);
        });
    }

    private void initAll() {
        // Initialize all your views, ViewModel, and ViewPager2Adapter here
    }

    private void moveToNextCard(boolean isCorrect) {
        int currentPos = viewpager2.getCurrentItem();
        vocabularyViewModel.getCurrentCards().observe(this, vocabularyCards -> {
            if (vocabularyCards != null && currentPos < vocabularyCards.size()) {
                VocabularyCard vocabularyCard = vocabularyCards.get(currentPos);
                // Update the vocabulary card based on the correctness
                if (isCorrect) {
                    vocabularyCard.setCorrect(true);
                } else {
                    vocabularyCard.setCorrect(false);
                }
                vocabularyViewModel.updateSingleVocabularyCard(vocabularyCard);

                // Move to the next card if available
                if (currentPos < vocabularyCards.size() - 1) {
                    viewpager2.setCurrentItem(currentPos + 1);
                } else {
                    // No more cards, navigate to another activity or perform any other action
                    Intent intent = new Intent(TestActivity.this, MainActivity.class);
                    startActivity(intent);
                }
            }
        });
    }
}",public class TestActivity extends AppCompatActivity {,ChatGPT
SimpleDateFormatNeedsLocale,"When instantiating a SimpleDateFormat object, specify a Locale","import com.fasterxml.jackson.core.JsonGenerator;
import com.fasterxml.jackson.databind.JsonSerializer;
import com.fasterxml.jackson.databind.SerializerProvider;

import java.io.IOException;
import java.sql.Timestamp;
import java.text.SimpleDateFormat;

public class CustomTimestampSerializer extends JsonSerializer<Timestamp> {

    private final SimpleDateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd'T'HH:mm:ss.SSSXXX"");

    @Override
    public void serialize(Timestamp timestamp, JsonGenerator jsonGenerator, SerializerProvider serializerProvider) throws IOException {
        String formattedDate = dateFormat.format(timestamp);
        jsonGenerator.writeString(formattedDate);
    }
}","    private final SimpleDateFormat dateFormat = new SimpleDateFormat(""yyyy-MM-dd'T'HH:mm:ss.SSSXXX"");",ChatGPT
CloseResource,Ensure that resources like this BufferedReader object are closed after use,"import android.os.AsyncTask;

import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.net.HttpURLConnection;
import java.net.MalformedURLException;
import java.net.URL;

public class GetData extends AsyncTask<String, Void, String> {

    @Override
    protected String doInBackground(String... strings) {
        String link = strings[0];
        StringBuilder response = new StringBuilder();

        try {
            URL url = new URL(link);
            HttpURLConnection urlConnection = (HttpURLConnection) url.openConnection();
            urlConnection.setRequestMethod(""GET"");

            BufferedReader in = new BufferedReader(new InputStreamReader(urlConnection.getInputStream()));
            String inputLine;
            while ((inputLine = in.readLine()) != null) {
                response.append(inputLine);
            }
            in.close();
            urlConnection.disconnect();
        } catch (IOException e) {
            e.printStackTrace();
        }

        return response.toString();
    }

    @Override
    protected void onPostExecute(String result) {
        // Update UI here with the fetched data
        // For example, set the text of a TextView
        textView.setText(result);
    }
}",            BufferedReader in = new BufferedReader(new InputStreamReader(urlConnection.getInputStream()));,ChatGPT
AssignmentInOperand,Avoid assignments in operands,"import android.os.AsyncTask;

import java.io.BufferedReader;
import java.io.IOException;
import java.io.InputStreamReader;
import java.net.HttpURLConnection;
import java.net.MalformedURLException;
import java.net.URL;

public class GetData extends AsyncTask<String, Void, String> {

    @Override
    protected String doInBackground(String... strings) {
        String link = strings[0];
        StringBuilder response = new StringBuilder();

        try {
            URL url = new URL(link);
            HttpURLConnection urlConnection = (HttpURLConnection) url.openConnection();
            urlConnection.setRequestMethod(""GET"");

            BufferedReader in = new BufferedReader(new InputStreamReader(urlConnection.getInputStream()));
            String inputLine;
            while ((inputLine = in.readLine()) != null) {
                response.append(inputLine);
            }
            in.close();
            urlConnection.disconnect();
        } catch (IOException e) {
            e.printStackTrace();
        }

        return response.toString();
    }

    @Override
    protected void onPostExecute(String result) {
        // Update UI here with the fetched data
        // For example, set the text of a TextView
        textView.setText(result);
    }
}",            while ((inputLine = in.readLine()) != null) {,ChatGPT
AvoidFieldNameMatchingMethodName,Field description has the same name as a method,"import org.springframework.context.ApplicationEvent;

public class OperationalEvent extends TrackedEvent {

    private OperationType type;
    private OperationStatus status;
    // ... several more fields here

    // Private constructor to prevent direct instantiation
    private OperationalEvent(Object source) {
        super(source);
    }

    public static OperationalEventBuilder builder(Object source) {
        return new OperationalEventBuilder(source);
    }

    public static class OperationalEventBuilder {
        private final Object source;
        private String correlationId;
        private String description;
        private OperationType type;
        private OperationStatus status;
        // ... other fields

        private OperationalEventBuilder(Object source) {
            this.source = source;
        }

        public OperationalEventBuilder description(String description) {
            this.description = description;
            return this;
        }

        public OperationalEventBuilder status(OperationStatus status) {
            this.status = status;
            return this;
        }

        // Other builder methods for additional fields

        public OperationalEvent build() {
            OperationalEvent event = new OperationalEvent(this.source);
            event.setCorrelationId(this.correlationId);
            event.setDescription(this.description);
            event.setType(this.type);
            event.setStatus(this.status);
            // Set other fields
            return event;
        }
    }
}",        private String description;,ChatGPT
AvoidFieldNameMatchingMethodName,Field status has the same name as a method,"import org.springframework.context.ApplicationEvent;

public class OperationalEvent extends TrackedEvent {

    private OperationType type;
    private OperationStatus status;
    // ... several more fields here

    // Private constructor to prevent direct instantiation
    private OperationalEvent(Object source) {
        super(source);
    }

    public static OperationalEventBuilder builder(Object source) {
        return new OperationalEventBuilder(source);
    }

    public static class OperationalEventBuilder {
        private final Object source;
        private String correlationId;
        private String description;
        private OperationType type;
        private OperationStatus status;
        // ... other fields

        private OperationalEventBuilder(Object source) {
            this.source = source;
        }

        public OperationalEventBuilder description(String description) {
            this.description = description;
            return this;
        }

        public OperationalEventBuilder status(OperationStatus status) {
            this.status = status;
            return this;
        }

        // Other builder methods for additional fields

        public OperationalEvent build() {
            OperationalEvent event = new OperationalEvent(this.source);
            event.setCorrelationId(this.correlationId);
            event.setDescription(this.description);
            event.setType(this.type);
            event.setStatus(this.status);
            // Set other fields
            return event;
        }
    }
}",        private OperationStatus status;,ChatGPT
CloseResource,Ensure that resources like this Scanner object are closed after use,"import java.util.Random;
import java.util.Scanner;
import java.util.function.BinaryOperator;

public class CalculatorProgram {
    public static void main(String[] args) {
        Scanner scanner = new Scanner(System.in);
        Random random = new Random();

        // Define an array of binary operators
        BinaryOperator<Integer>[] operators = new BinaryOperator[]{
                (a, b) -> a + b,  // Addition
                (a, b) -> a - b,  // Subtraction
                (a, b) -> a * b,  // Multiplication
                (a, b) -> a / b   // Division (integer division)
        };

        // Main loop for asking questions
        for (int i = 0; i < 10; i++) {
            int num1 = random.nextInt(10);
            int num2 = random.nextInt(10);
            BinaryOperator<Integer> operator = operators[random.nextInt(operators.length)];
            System.out.print(""What is "" + num1 + "" "" + getOperatorSymbol(operator) + "" "" + num2 + ""? "");
            int userAnswer = scanner.nextInt();
            int correctAnswer = operator.apply(num1, num2);
            if (userAnswer == correctAnswer) {
                System.out.println(""Correct!"");
            } else {
                System.out.println(""Incorrect. The correct answer is: "" + correctAnswer);
            }
        }

        // Ask if the player wants to continue
        System.out.print(""Do you want to continue? (yes/no): "");
        String choice = scanner.next();
        if (!choice.equalsIgnoreCase(""yes"")) {
            System.out.println(""Thanks for playing!"");
        }
    }

    // Helper method to get the symbol of the operator
    private static String getOperatorSymbol(BinaryOperator<Integer> operator) {
        if (operator == (a, b) -> a + b) return ""+"";
        if (operator == (a, b) -> a - b) return ""-"";
        if (operator == (a, b) -> a * b) return ""*"";
        if (operator == (a, b) -> a / b) return ""/"";
        return ""?"";
    }
}",        Scanner scanner = new Scanner(System.in);,ChatGPT
CloseResource,Ensure that resources like this Scanner object are closed after use,"import java.io.BufferedInputStream;
import java.util.Scanner;

public class Main {
    
    public static long binomialCoefficientMod(long n, long k, long m) {
        if (k == 0 || k == n) {
            return 1;
        }
        
        // Initialize result
        long res = 1;
        
        // Since C(n, k) = C(n, n-k), we choose the smaller value of k
        if (k > n - k) {
            k = n - k;
        }
        
        // Calculate C(n, k) using multiplicative formula
        for (long i = 0; i < k; i++) {
            res *= (n - i);
            res /= (i + 1);
            res %= m; // Apply modulus after each multiplication
        }
        
        return res;
    }

    public static void main(String[] args) {
        // Declarations
        long n, k;
        long m = (long) Math.pow(10, 9) + 7; // modulus
        long c;

        // Input
        Scanner reader = new Scanner(new BufferedInputStream(System.in));
        n = reader.nextLong();
        k = reader.nextLong();

        // Calculations
        c = binomialCoefficientMod(n, k, m);

        // Output
        System.out.println(c);
    }
}",        Scanner reader = new Scanner(new BufferedInputStream(System.in));,ChatGPT
NullAssignment,Assigning an Object to null is a code smell.  Consider refactoring.,"public class LinkedListM {
    Node head;
    Node tail; // Add tail pointer

    class Node {
        Node next;
        int value;

        Node(int value) {
            this.value = value;
            this.next = null;
        }
    }

    public void add(int value) {
        Node node = new Node(value);
        if (head == null) {
            head = node;
            tail = node; // Update tail when adding the first node
        } else {
            tail.next = node; // Append the new node to the end
            tail = node; // Update tail to the new node
        }
    }

    public void remove(int value) {
        if (head == null) {
            return; // Empty list, nothing to remove
        }
        // Remove nodes with the given value
        Node dummy = new Node(0);
        dummy.next = head;

        while (dummy.next != null) {
            if (dummy.next.value == value) {
                if (dummy.next == tail) {
                    tail = dummy; // Update tail if removing the last node
                }
                dummy.next = dummy.next.next;
            } else {
                dummy = dummy.next;
            }
        }
        // Update head if needed
        head = dummy.next;
    }

    public void printList() {
        Node current = head;
        while (current != null) {
            System.out.print(current.value + "" -> "");
            current = current.next;
        }
        System.out.println(""null"");
    }
}

public class p {
    public static void main(String[] args) {
        LinkedListM ll = new LinkedListM();
        ll.add(1);
        ll.add(2);
        ll.add(3);
        ll.add(4);
        ll.add(5);

        ll.printList();
    }
}",            this.next = null;,ChatGPT
CompareObjectsWithEquals,Use equals() to compare object references.,"public class LinkedListM {
    Node head;
    Node tail; // Add tail pointer

    class Node {
        Node next;
        int value;

        Node(int value) {
            this.value = value;
            this.next = null;
        }
    }

    public void add(int value) {
        Node node = new Node(value);
        if (head == null) {
            head = node;
            tail = node; // Update tail when adding the first node
        } else {
            tail.next = node; // Append the new node to the end
            tail = node; // Update tail to the new node
        }
    }

    public void remove(int value) {
        if (head == null) {
            return; // Empty list, nothing to remove
        }
        // Remove nodes with the given value
        Node dummy = new Node(0);
        dummy.next = head;

        while (dummy.next != null) {
            if (dummy.next.value == value) {
                if (dummy.next == tail) {
                    tail = dummy; // Update tail if removing the last node
                }
                dummy.next = dummy.next.next;
            } else {
                dummy = dummy.next;
            }
        }
        // Update head if needed
        head = dummy.next;
    }

    public void printList() {
        Node current = head;
        while (current != null) {
            System.out.print(current.value + "" -> "");
            current = current.next;
        }
        System.out.println(""null"");
    }
}

public class p {
    public static void main(String[] args) {
        LinkedListM ll = new LinkedListM();
        ll.add(1);
        ll.add(2);
        ll.add(3);
        ll.add(4);
        ll.add(5);

        ll.printList();
    }
}",                if (dummy.next == tail) {,ChatGPT
TestClassWithoutTestCases,"The class 'MyServiceTest' might be a test class, but it contains no test cases.","import static org.mockito.Mockito.*;

@ExtendWith(MockitoExtension.class)
public class MyServiceTest {

    @InjectMocks
    private MyService myService;

    private final String USER = ""fakeuser"";

    @DisplayName(""unlockFailed should handle ExecutionException"")
    @Test
    public void unlockFailed_should_handle_ExecutionException() throws ExecutionException {
        // Arrange
        LoadingCache<String, Integer> attemptsCache = CacheBuilder.newBuilder()
                .expireAfterWrite(1, TimeUnit.HOURS)
                .build(new CacheLoader<String, Integer>() {
                    @Override
                    public Integer load(String key) throws Exception {
                        return 0;
                    }
                });

        MyService myServiceSpy = spy(myService);
        Whitebox.setInternalState(myServiceSpy, ""attemptsCache"", attemptsCache); // Inject the attemptsCache manually

        doThrow(new ExecutionException(""Dummy ExecutionException"", null)).when(attemptsCache).get(USER);

        // Act
        myServiceSpy.unlockFailed(USER);

        // Assert
        verify(myServiceSpy, times(1)).unlockFailed(USER);
    }
}",public class MyServiceTest {,ChatGPT
TestClassWithoutTestCases,"The class 'TestWatcherExtension' might be a test class, but it contains no test cases.","import org.junit.jupiter.api.extension.*;

public class TestWatcherExtension implements BeforeEachCallback, AfterEachCallback {

    @Override
    public void beforeEach(ExtensionContext context) throws Exception {
        System.out.println(""STARTING test: "" + context.getDisplayName());
    }

    @Override
    public void afterEach(ExtensionContext context) throws Exception {
        System.out.println(""FINISHED test: "" + context.getDisplayName());
    }
}","public class TestWatcherExtension implements BeforeEachCallback, AfterEachCallback {",ChatGPT
TestClassWithoutTestCases,"The class 'IntegrationTest' might be a test class, but it contains no test cases.","@TestPropertySource(properties = {""spring.application.environment=dev""})
@SpringBootTest
class IntegrationTest {

    @Autowired
    PropertyConfig propertyConfig;

    @Nested
    @SpringBootTest
    class ServerLoadConfiguration {

        @Autowired
        PropertyConfig propertyConfig;

        @Test
        void exampleTest() {
            String someProperty = propertyConfig.getSomeProperty(); // overridden value
            // ...
        }
    }
}",class IntegrationTest {,ChatGPT
CloseResource,Ensure that resources like this ScheduledExecutorService object are closed after use,"import java.util.concurrent.*;

public class TimeoutExample {
    public static void main(String[] args) {
        CompletableFuture<String> future = new CompletableFuture<>();
        // Set a default value in case of timeout
        String defaultValue = ""Default Value"";
        
        // Create a ScheduledExecutorService
        ScheduledExecutorService executor = Executors.newScheduledThreadPool(1);

        // Schedule a task to complete the future with a default value after a timeout
        long timeout = 2; // Timeout value in seconds
        executor.schedule(() -> {
            if (!future.isDone()) {
                future.complete(defaultValue);
            }
        }, timeout, TimeUnit.SECONDS);

        // Simulate an asynchronous task
        simulateAsyncTask(future);
        
        // Get the result from the future
        future.thenAccept(result -> {
            System.out.println(""Result: "" + result);
            executor.shutdown(); // Shutdown the executor when done
        });
    }

    // Simulate an asynchronous task
    private static void simulateAsyncTask(CompletableFuture<String> future) {
        new Thread(() -> {
            try {
                // Simulate a long-running task
                Thread.sleep(3000);
                future.complete(""Actual Result"");
            } catch (InterruptedException e) {
                future.completeExceptionally(e);
            }
        }).start();
    }
}",        ScheduledExecutorService executor = Executors.newScheduledThreadPool(1);,ChatGPT
CloseResource,Ensure that resources like this Scanner object are closed after use,"import java.io.File;
import java.io.FileNotFoundException;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner input = new Scanner(System.in);
        Scanner gimmiethetxtplz = null;
        try {
            gimmiethetxtplz = new Scanner(new File(""cars.txt""));
        } catch (FileNotFoundException e) {
            e.printStackTrace(); // Print the stack trace for debugging
            return; // Exit the program gracefully
        }

        int rows = input.nextInt();
        int columns = input.nextInt();
        String[][] cars = new String[rows][columns];

        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < columns; j++) {
                cars[i][j] = gimmiethetxtplz.nextLine();
                System.out.print(cars[i][j] + "" "");
            }
            System.out.println();
        }

        input.close();
        gimmiethetxtplz.close(); // Close the scanner for the file
    }
}",        Scanner input = new Scanner(System.in);,ChatGPT
CloseResource,Ensure that resources like this Scanner object are closed after use,"import java.io.File;
import java.io.FileNotFoundException;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner input = new Scanner(System.in);
        Scanner gimmiethetxtplz = null;
        try {
            gimmiethetxtplz = new Scanner(new File(""cars.txt""));
        } catch (FileNotFoundException e) {
            e.printStackTrace(); // Print the stack trace for debugging
            return; // Exit the program gracefully
        }

        int rows = input.nextInt();
        int columns = input.nextInt();
        String[][] cars = new String[rows][columns];

        for (int i = 0; i < rows; i++) {
            for (int j = 0; j < columns; j++) {
                cars[i][j] = gimmiethetxtplz.nextLine();
                System.out.print(cars[i][j] + "" "");
            }
            System.out.println();
        }

        input.close();
        gimmiethetxtplz.close(); // Close the scanner for the file
    }
}",        Scanner gimmiethetxtplz = null;,ChatGPT
AvoidLiteralsInIfCondition,Avoid using literals in if statements,"public class FunPark {
    private final int climbWallPrice = 10;
    private final int trampoliningPrice = 12;
    private final int waterSlidesPrice = 15;
    
    private boolean enrolledClimbWall = false;
    private boolean enrolledTrampoline = false;
    private boolean enrolledWaterSlide = false;

    public float getTotalPrice() {
        float totalPrice = 0;
        if (enrolledClimbWall) {
            totalPrice += climbWallPrice;
        }
        if (enrolledTrampoline) {
            totalPrice += trampoliningPrice;
        }
        if (enrolledWaterSlide) {
            totalPrice += waterSlidesPrice;
        }
        
        // Calculate discount based on the number of activities enrolled
        int discountPercent = 0;
        int enrolledActivitiesCount = (enrolledClimbWall ? 1 : 0) +
                                      (enrolledTrampoline ? 1 : 0) +
                                      (enrolledWaterSlide ? 1 : 0);
        if (enrolledActivitiesCount == 2) {
            discountPercent = 10;
        } else if (enrolledActivitiesCount == 3) {
            discountPercent = 20;
        }
        
        // Apply discount
        if (discountPercent > 0) {
            totalPrice = applyDiscountTo(totalPrice, discountPercent);
        }
        
        return totalPrice;
    }

    private float applyDiscountTo(float applyTo, int discountInPercent) {
        float discount = (float) discountInPercent / 100;
        float discountValue = applyTo * discount;
        return applyTo - discountValue;
    }

    public void climbWall() {
        enrolledClimbWall = true;
    }

    public void trampoline() {
        enrolledTrampoline = true;
    }

    public void waterSlide() {
        enrolledWaterSlide = true;
    }
}",        if (enrolledActivitiesCount == 2) {,ChatGPT
AvoidLiteralsInIfCondition,Avoid using literals in if statements,"public class FunPark {
    private final int climbWallPrice = 10;
    private final int trampoliningPrice = 12;
    private final int waterSlidesPrice = 15;
    
    private boolean enrolledClimbWall = false;
    private boolean enrolledTrampoline = false;
    private boolean enrolledWaterSlide = false;

    public float getTotalPrice() {
        float totalPrice = 0;
        if (enrolledClimbWall) {
            totalPrice += climbWallPrice;
        }
        if (enrolledTrampoline) {
            totalPrice += trampoliningPrice;
        }
        if (enrolledWaterSlide) {
            totalPrice += waterSlidesPrice;
        }
        
        // Calculate discount based on the number of activities enrolled
        int discountPercent = 0;
        int enrolledActivitiesCount = (enrolledClimbWall ? 1 : 0) +
                                      (enrolledTrampoline ? 1 : 0) +
                                      (enrolledWaterSlide ? 1 : 0);
        if (enrolledActivitiesCount == 2) {
            discountPercent = 10;
        } else if (enrolledActivitiesCount == 3) {
            discountPercent = 20;
        }
        
        // Apply discount
        if (discountPercent > 0) {
            totalPrice = applyDiscountTo(totalPrice, discountPercent);
        }
        
        return totalPrice;
    }

    private float applyDiscountTo(float applyTo, int discountInPercent) {
        float discount = (float) discountInPercent / 100;
        float discountValue = applyTo * discount;
        return applyTo - discountValue;
    }

    public void climbWall() {
        enrolledClimbWall = true;
    }

    public void trampoline() {
        enrolledTrampoline = true;
    }

    public void waterSlide() {
        enrolledWaterSlide = true;
    }
}",        } else if (enrolledActivitiesCount == 3) {,ChatGPT
CloseResource,Ensure that resources like this ExecutorService object are closed after use,"import java.util.concurrent.ExecutorService;
import java.util.concurrent.Executors;

public class Main {
    public static void main(String[] args) {
        ExecutorService executorService = Executors.newFixedThreadPool(10);

        // Submit tasks for the first group of threads
        for (int i = 0; i < 10; i++) {
            executorService.submit(() -> {
                System.out.println(""First group: "" + Thread.currentThread().getName());
                // Your task logic here
            });
        }

        // Wait for the first group of tasks to complete
        executorService.shutdown();
        while (!executorService.isTerminated()) {
            // Wait
        }

        // Now submit tasks for the second group of threads
        executorService = Executors.newFixedThreadPool(10); // You can adjust the thread pool size as needed
        for (int i = 0; i < 10; i++) { // Change 10 to the desired number of threads for the second group
            executorService.submit(() -> {
                System.out.println(""Second group: "" + Thread.currentThread().getName());
                // Your task logic here
            });
        }

        executorService.shutdown();
    }
}",        ExecutorService executorService = Executors.newFixedThreadPool(10);,ChatGPT
TestClassWithoutTestCases,"The class 'TestRequestInterceptor' might be a test class, but it contains no test cases.","import okhttp3.Interceptor;
import okhttp3.Request;
import okhttp3.Response;

import java.io.IOException;

public class TestRequestInterceptor implements Interceptor {
    private boolean headerAdded = false;

    @Override
    public Response intercept(Chain chain) throws IOException {
        Request request = chain.request();

        // Check if the Authorization header is added
        if (request.header(""Authorization"") != null) {
            headerAdded = true;
        }

        return chain.proceed(request);
    }

    public boolean isHeaderAdded() {
        return headerAdded;
    }
}",public class TestRequestInterceptor implements Interceptor {,ChatGPT
AvoidCatchingThrowable,A catch statement should never catch throwable since it includes errors.,"import java.util.Properties;
import java.util.ResourceBundle;
import java.util.Enumeration;

public enum ApplicationResource {
    CONF_DIR_PATH(""conf.dir.path""),
    DB_NAME(""database.name""),
    FILE_SAVE_PATH(""save.file.path"");

    private final String value;
    private static final String BUNDLE_NAME = ""ApplicationResource"";
    private static final Properties props;

    static {
        try {
            Properties defaults = new Properties();
            initEnvironment(defaults, BUNDLE_NAME);
            props = new Properties(defaults);
            resolveEnvironmentVariables(props);
        } catch (Throwable t) {
            t.printStackTrace();
            throw new RuntimeException(""Error initializing ApplicationResource"", t);
        }
    }

    ApplicationResource(String value) {
        this.value = value;
    }

    private static void initEnvironment(Properties props, String bundleName) {
        ResourceBundle rb = ResourceBundle.getBundle(bundleName);
        Enumeration<?> enu = rb.getKeys();
        while (enu.hasMoreElements()) {
            String key = (String) enu.nextElement();
            String value = rb.getString(key);
            props.setProperty(key, value);
        }
    }

    private static void resolveEnvironmentVariables(Properties props) {
        props.forEach((key, value) -> {
            String resolvedValue = resolveEnvironmentVariablesInValue((String) value);
            props.setProperty((String) key, resolvedValue);
        });
    }

    private static String resolveEnvironmentVariablesInValue(String value) {
        if (value != null && value.contains(""${"")) {
            String resolvedValue = value;
            for (String envVariable : System.getenv().keySet()) {
                String envValue = System.getenv(envVariable);
                resolvedValue = resolvedValue.replace(""${"" + envVariable + ""}"", envValue);
            }
            return resolvedValue;
        }
        return value;
    }

    public String getString() {
        return props.getProperty(value);
    }

    public int getInt() throws NumberFormatException {
        String str = getString();
        if (str == null || str.length() == 0) {
            return 0;
        } else {
            return Integer.parseInt(str);
        }
    }
}",        } catch (Throwable t) {,ChatGPT
CloseResource,Ensure that resources like this Scanner object are closed after use,"import java.util.ArrayList;
import java.util.Scanner;

public class Main {
    public static void main(String[] args) {
        Scanner s = new Scanner(System.in);
        
        int row = 2; // example row size
        int col = 3; // example column size

        ArrayList<ArrayList<Integer>> al = new ArrayList<ArrayList<Integer>>();
        int[][] mat = new int[row][col];

        // Input values into the matrix
        for(int i = 0; i < row; i++) {
            for(int j = 0; j < col; j++) {
                mat[i][j] = s.nextInt();
            }
        }

        // Convert each row of the matrix to an ArrayList and add to the outer list
        for(int i = 0; i < row; i++) {
            ArrayList<Integer> rowList = new ArrayList<>();
            for(int j = 0; j < col; j++) {
                rowList.add(mat[i][j]);
            }
            al.add(rowList);
        }

        // Print the ArrayList of ArrayLists
        System.out.println(al);
    }
}",        Scanner s = new Scanner(System.in);,ChatGPT
AvoidFieldNameMatchingMethodName,Field charsIndex has the same name as a method,"import java.util.*;

public class Main {
    private static final String text = ""Hello Word!"";
    static Map<String, List<Integer>> charsIndex = new HashMap<>();

    public static void main(String[] args) {
        charsIndex();
        charsToString();
    }

    static void charsIndex() {
        List<Character> charsList = text
                .chars()
                .mapToObj(e -> (char) e)
                .toList();
        System.out.println(charsList);

        int position = 0;
        for (Character c : charsList) {
            if (!c.toString().isBlank()) {
                charsIndex.computeIfAbsent(c.toString(), addCharPosition -> new ArrayList<>()).add(position);
            }
            position += 1;
        }

        System.out.println(charsIndex);
    }

    static void charsToString() {
        StringBuilder stringBuilder = new StringBuilder();
        charsIndex.keySet().stream()
                .sorted()
                .forEach(character -> {
                    List<Integer> positions = charsIndex.get(character);
                    positions.forEach(position -> {
                        stringBuilder.insert(position, character);
                    });
                });

        System.out.println(""Rebuilt Word: "" + stringBuilder.toString());
    }
}","    static Map<String, List<Integer>> charsIndex = new HashMap<>();",ChatGPT
