Source,Row_ID,Error_Code,Description,Full_Snippet,Error_Lines
StackOverflow,1148,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    # this assert will pass, but while doing it, total_points will be cached
    assert team.total_points == 20
    with django_assert_num_queries(2):
        TeamUser.objects.all().delete()
    # this will fail now because team.total_points was cached before and the cache isn't cleared
    assert team.total_points == 0

def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    assert team.total_points == 20
    with django_assert_num_queries(2):
        TeamUser.objects.all().delete()

    del team.total_points
    # this will pass now
    assert team.total_points == 0

def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    assert team.total_points == 20
    with django_assert_num_queries(2):
        team.teamuser_set.all().delete()
        # TeamUser.objects.all().delete()

    # this will pass too. because signal cleared the cache this time.
    assert team.total_points == 0

def test_create_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    assert team.total_points == 0

    with django_assert_num_queries(1):
        # I changed this so that we're passing team_id instead of team
        # In post_save, team instance will be different.
        TeamUser.objects.create(team_id=team.id, user=user, points=2)
    # so this assert will fail
    assert team.total_points == 2",[45]
StackOverflow,1148,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    # this assert will pass, but while doing it, total_points will be cached
    assert team.total_points == 20
    with django_assert_num_queries(2):
        TeamUser.objects.all().delete()
    # this will fail now because team.total_points was cached before and the cache isn't cleared
    assert team.total_points == 0

def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    assert team.total_points == 20
    with django_assert_num_queries(2):
        TeamUser.objects.all().delete()

    del team.total_points
    # this will pass now
    assert team.total_points == 0

def test_delete_all_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    for _ in range(10):
        TeamUser.objects.create(team=team, user=user, points=2)

    assert team.total_points == 20
    with django_assert_num_queries(2):
        team.teamuser_set.all().delete()
        # TeamUser.objects.all().delete()

    # this will pass too. because signal cleared the cache this time.
    assert team.total_points == 0

def test_create_team_users(django_assert_num_queries):
    user = factories.UserFactory()
    team = factories.TeamFactory()
    assert team.total_points == 0

    with django_assert_num_queries(1):
        # I changed this so that we're passing team_id instead of team
        # In post_save, team instance will be different.
        TeamUser.objects.create(team_id=team.id, user=user, points=2)
    # so this assert will fail
    assert team.total_points == 2",[52]
StackOverflow,1152,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import numpy as np
from PIL import Image

source_img = Image.open(""73614379-input-v2.png"")
contour_img = Image.open(""73614379-map-v3.png"").convert(""L"")
assert source_img.size == contour_img.size

contour_arr = np.array(contour_img) != 0  # convert to boolean array
col_offsets = np.argmax(
    contour_arr, axis=0
)  # find the first non-zero row for each column
assert len(col_offsets) == source_img.size[0]  # sanity check
min_nonzero_col_offset = np.min(
    col_offsets[col_offsets > 0]
)  # find the minimum non-zero row

target_img = Image.new(""RGB"", source_img.size, (255, 255, 255))
for x, col_offset in enumerate(col_offsets):
    offset = col_offset - min_nonzero_col_offset if col_offset > 0 else 0
    target_img.paste(
        source_img.crop((x, offset, x + 1, source_img.size[1])), (x, 0)
    )

target_img.save(""unshifted3.png"")",[6]
StackOverflow,1152,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import numpy as np
from PIL import Image

source_img = Image.open(""73614379-input-v2.png"")
contour_img = Image.open(""73614379-map-v3.png"").convert(""L"")
assert source_img.size == contour_img.size

contour_arr = np.array(contour_img) != 0  # convert to boolean array
col_offsets = np.argmax(
    contour_arr, axis=0
)  # find the first non-zero row for each column
assert len(col_offsets) == source_img.size[0]  # sanity check
min_nonzero_col_offset = np.min(
    col_offsets[col_offsets > 0]
)  # find the minimum non-zero row

target_img = Image.new(""RGB"", source_img.size, (255, 255, 255))
for x, col_offset in enumerate(col_offsets):
    offset = col_offset - min_nonzero_col_offset if col_offset > 0 else 0
    target_img.paste(
        source_img.crop((x, offset, x + 1, source_img.size[1])), (x, 0)
    )

target_img.save(""unshifted3.png"")",[12]
StackOverflow,1174,B501,"Call to requests with verify=False disabling SSL certificate checks, security issue.","import time
import requests
from requests.packages.urllib3.exceptions import InsecureRequestWarning

requests.packages.urllib3.disable_warnings(InsecureRequestWarning)

def get_data(content):
    result = content['results']
    for i in result:
        first_name = i['customer']['firstName']
        last_name = i['customer']['lastName']
        name = f""{first_name} {last_name}""
        rating = i['averageRate']
        review = i['comment']
        date = i['createdAt']
        prod = i['product']['title']
        prod_img = i['product']['imageUrl']
        country = i['countryCode']
        
        
        print(f""reviewers_name:  {name}\npurchase_date:  {date}\ncountry:  {country}\nproducts:-----------\nproduct_name:  {prod}\nproduct_img:  {prod_img}\n---------------------\nreview:  {review}\nreview_ratings:  {rating}\n============================"")

def gather_cursor(url):
    n, cursor_and_url = 1, url
    while True:
        time.sleep(3)
        response = requests.get(cursor_and_url, verify=False)
        data = response.json()
        get_data(data)
        cursor = data['nextCursor']
        if not cursor:
            break

        cursor_and_url = f""{url}?cursor={cursor}""


gather_cursor(""https://www.backmarket.com/reviews/product-landings/345c3c05-8a7b-4d4d-ac21-518b12a0ec17/products/reviews"")",[27]
StackOverflow,1174,B113,Call to requests without timeout,"import time
import requests
from requests.packages.urllib3.exceptions import InsecureRequestWarning

requests.packages.urllib3.disable_warnings(InsecureRequestWarning)

def get_data(content):
    result = content['results']
    for i in result:
        first_name = i['customer']['firstName']
        last_name = i['customer']['lastName']
        name = f""{first_name} {last_name}""
        rating = i['averageRate']
        review = i['comment']
        date = i['createdAt']
        prod = i['product']['title']
        prod_img = i['product']['imageUrl']
        country = i['countryCode']
        
        
        print(f""reviewers_name:  {name}\npurchase_date:  {date}\ncountry:  {country}\nproducts:-----------\nproduct_name:  {prod}\nproduct_img:  {prod_img}\n---------------------\nreview:  {review}\nreview_ratings:  {rating}\n============================"")

def gather_cursor(url):
    n, cursor_and_url = 1, url
    while True:
        time.sleep(3)
        response = requests.get(cursor_and_url, verify=False)
        data = response.json()
        get_data(data)
        cursor = data['nextCursor']
        if not cursor:
            break

        cursor_and_url = f""{url}?cursor={cursor}""


gather_cursor(""https://www.backmarket.com/reviews/product-landings/345c3c05-8a7b-4d4d-ac21-518b12a0ec17/products/reviews"")",[27]
StackOverflow,1188,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest
from pyspark.sql import functions as f

class TestCheckpoint:

    @pytest.fixture(autouse=True)
    def init_test(self, spark_unit_test_fixture, data_dir, tmp_path):
        self.spark = spark_unit_test_fixture
        self.dir = data_dir("""")
        self.checkpoint_dir = tmp_path

    def test_first(self):
        df = (self.spark.read.format(""csv"")
              .option(""pathGlobFilter"", ""numbers.csv"")
              .load(self.dir))

        sum_df = df.agg(f.sum(""_c1"").alias(""sum""))
        sum_df.write.mode(""overwrite"").parquet(str(self.checkpoint_dir / ""sum""))
        assert 1 == 1

    def test_second(self):
        previous_sum = self.spark.read.parquet(str(self.checkpoint_dir / ""sum""))
        previous_sum_value = previous_sum.collect()[0][""sum""]

        df = (self.spark.read.format(""csv"")
              .option(""pathGlobFilter"", ""numbers2.csv"")
              .load(self.dir))

        new_sum = df.agg(f.sum(""_c1"").alias(""sum""))
        total_sum = previous_sum_value + new_sum.collect()[0][""sum""]

        assert 1 == 1

sum = df.agg(f.sum(""_c1"").alias(""sum""))
sum = sum.checkpoint() # hold on to this reference to access the checkpointed data",[19]
StackOverflow,1188,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import pytest
from pyspark.sql import functions as f

class TestCheckpoint:

    @pytest.fixture(autouse=True)
    def init_test(self, spark_unit_test_fixture, data_dir, tmp_path):
        self.spark = spark_unit_test_fixture
        self.dir = data_dir("""")
        self.checkpoint_dir = tmp_path

    def test_first(self):
        df = (self.spark.read.format(""csv"")
              .option(""pathGlobFilter"", ""numbers.csv"")
              .load(self.dir))

        sum_df = df.agg(f.sum(""_c1"").alias(""sum""))
        sum_df.write.mode(""overwrite"").parquet(str(self.checkpoint_dir / ""sum""))
        assert 1 == 1

    def test_second(self):
        previous_sum = self.spark.read.parquet(str(self.checkpoint_dir / ""sum""))
        previous_sum_value = previous_sum.collect()[0][""sum""]

        df = (self.spark.read.format(""csv"")
              .option(""pathGlobFilter"", ""numbers2.csv"")
              .load(self.dir))

        new_sum = df.agg(f.sum(""_c1"").alias(""sum""))
        total_sum = previous_sum_value + new_sum.collect()[0][""sum""]

        assert 1 == 1

sum = df.agg(f.sum(""_c1"").alias(""sum""))
sum = sum.checkpoint() # hold on to this reference to access the checkpointed data",[32]
StackOverflow,1192,B101,Use of assert detected. The enclosed code will be removed when compiling to optimised byte code.,"import jax
import jax.numpy as jnp

def calcPairAffinity(ind1, ind2, imgs, gamma=0.5):
    image1, image2 = imgs[ind1], imgs[ind2]
    diff = jnp.sum(jnp.abs(image1 - image2))  
    normed_diff = diff / image1.size
    val = jnp.exp(-gamma*normed_diff)
    val = val.astype(jnp.float16)
    return val

imgs = jax.random.normal(jax.random.key(0), (100, 5, 5))
inds = jnp.arange(imgs.shape[0])
inds1, inds2 = map(jnp.ravel, jnp.meshgrid(inds, inds))

def f(inds):
  return calcPairAffinity(*inds, imgs, 0.5)


result_vmap = jax.vmap(f)((inds1, inds2))
result_batched = jax.lax.map(f, (inds1, inds2), batch_size=1000)
assert jnp.allclose(result_vmap, result_batched)",[22]
StackOverflow,1200,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"#!/usr/bin/env python3

import time
import random

LIMIT_TIME = 100  # s
DATA_FILENAME = ""data.txt""


def gen_data(filename, limit_time):
    start_time = time.time()
    elapsed_time = time.time() - start_time
    with open(filename, ""w"") as f:
        while elapsed_time < limit_time:
            f.write(f""{time.time():30.12f} {random.random():30.12f}\n"")  # produces 64 bytes
            f.flush()
            elapsed = time.time() - start_time
            

gen_data(DATA_FILENAME, LIMIT_TIME)

#!/usr/bin/env python3


import io
import time
import matplotlib.pyplot as plt
import matplotlib as mpl
import matplotlib.animation


BUFFER_LEN = 64
DATA_FILENAME = ""data.txt""
PLOT_LIMIT = 20
ANIM_FILENAME = ""video.gif""


fig, ax = plt.subplots(1, 1, figsize=(10,8))
ax.set_title(""Plot of random numbers from `gen.py`"")
ax.set_xlabel(""time / s"")
ax.set_ylabel(""random number / #"")
ax.set_ylim([0, 1])


def get_data(filename, buffer_len, delay=0.0):
    with open(filename, ""r"") as f:
        f.seek(0, io.SEEK_END)
        data = f.read(buffer_len)
        if delay:
            time.sleep(delay)
    return data


def animate(i, xs, ys, limit=PLOT_LIMIT, verbose=False):
    # grab the data
    try:
        data = get_data(DATA_FILENAME, BUFFER_LEN)
        if verbose:
            print(data)
        x, y = map(float, data.split())
        if x > xs[-1]:
            # Add x and y to lists
            xs.append(x)
            ys.append(y)
            # Limit x and y lists to 10 items
            xs = xs[-limit:]
            ys = ys[-limit:]
        else:
            print(f""W: {time.time()} :: STALE!"")
    except ValueError:
        print(f""W: {time.time()} :: EXCEPTION!"")
    else:
        # Draw x and y lists
        ax.clear()
        ax.set_ylim([0, 1])
        ax.plot(xs, ys)


# save video (only to attach here) 
#anim = mpl.animation.FuncAnimation(fig, animate, fargs=([time.time()], [None]), interval=1, frames=3 * PLOT_LIMIT, repeat=False)
#anim.save(ANIM_FILENAME, writer='imagemagick', fps=10)
#print(f""I: Saved to `{ANIM_FILENAME}`"")

# show interactively
anim = mpl.animation.FuncAnimation(fig, animate, fargs=([time.time()], [None]), interval=1)
plt.show()
plt.close()",[15]
StackOverflow,1219,B403,Consider possible security implications associated with dill module.,"import datetime
import pendulum
import airflow
from airflow import DAG
from airflow.operators.python import PythonOperator, PythonVirtualenvOperator
import dill

from strange_pickling_error.some_moar_code import make_foo


dag = DAG(
    dag_id='strange_pickling_error_dag',
    schedule_interval='0 5 * * 1',
    start_date=datetime.datetime(2020, 1, 1),
    catchup=False,
    render_template_as_native_obj=True,
)


context = {""ts"": ""{{ ts }}"", ""dag_run"": ""{{ dag_run }}""}


make_foo_task = PythonVirtualenvOperator(
    task_id='make_foo',
    python_callable=make_foo,
    use_dill=True,
    system_site_packages=False,
    op_args=[context],
    requirements=[f""dill=={dill.__version__}"", f""apache-airflow=={airflow.__version__}"", ""psycopg2-binary >= 2.9, < 3"",
                  f""pendulum=={pendulum.__version__}"", ""lazy-object-proxy""],
    dag=dag)

def make_foo(*args, **kwargs):
    print(""---> making foo!"")
    print(""make foo(...): args"")
    print(args)
    print(""make foo(...): kwargs"")
    print(kwargs)",[6]
StackOverflow,1274,B201,"A Flask app appears to be run with debug=True, which exposes the Werkzeug debugger and allows the execution of arbitrary code.","import plotly.express as px
from jinja2 import Template

fig = px.scatter(x=[1, 2, 3], y=[1, 2, 3], title=""Try panning or zooming!"")

# Your annotation code and figure showing
'''
fig.add_annotation(text=""Absolutely-positioned annotation"",
                  xref=""paper"", yref=""paper"",
                  x=1, y=-0.1, showarrow=False)

fig.show()
'''

version_number = 'Absolutely-positioned annotation' #Your text to be displayed
fig_html = {""fig"":fig.to_html(full_html=False, include_plotlyjs='cdn')} #Convert your plot to HTML to embed

# HTML Frame to embed the figure and text
frame = """"""<!DOCTYPE html>
<html>
<body>
{{ fig }}
<p style=""font-size:15px; position:fixed; bottom:0; right:0;"">{{ version_number }}</p>
</body>
</html>""""""

j2_template = Template(frame) #Create the Template object for our frame
plot = j2_template.render(fig_html,version_number=version_number) #Embed the plot and text into the frame

from flask import Flask, render_template_string

app = Flask(__name__)

@app.route('/')
def home():
    return render_template_string(plot) #variable containing HTML from previous code

if __name__ == '__main__':
    app.run(debug=True)",[39]
StackOverflow,1307,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"import random
from turtle import Screen, Turtle


def draw_square(x, y, size):
    """"""Draws a square with top-left position (x,y) and side length size""""""
    t.penup()
    t.goto(x, y)
    t.pendown()
    for i in range(4):
        t.forward(size)
        t.right(90)
    t.penup()


def draw_circle(x, y, r):
    """"""Draw a circle at center (x,y) with radius r""""""
    t.penup()
    t.goto(x, y - r)
    t.pendown()
    t.circle(r)


def new_mole_position():
    """"""Chooses random mole coordinates""""""
    coords = [-150, 0, 150]
    x = random.choice(coords)
    y = random.choice(coords)
    return x, y


def draw_mole(x, y): 
    """"""Draws the mole at (x, y)""""""
    draw_circle(x, y, 50)  # Body
    draw_circle(x - 40, y - 40, 7)  # Left foot
    draw_circle(x + 40, y - 40, 7)  # Right foot
    draw_circle(x - 55, y + 15, 7)  # Left hand
    draw_circle(x + 55, y + 15, 7)  # Right hand
    t.penup()  # Head
    t.goto(x - 45, y + 20)
    t.setheading(-50)
    t.pendown()
    t.circle(60, 100)
    t.setheading(0)
    draw_circle(x - 10, y + 35, 2)  # Left eye
    draw_circle(x + 10, y + 35, 2)  # Right eye
    draw_grid(x - 7, y + 20, 2, 1, 7)  # Teeth
    t.goto(x, y + 22)  # Nose
    t.fillcolor(""black"")  # Set the fill color
    t.begin_fill()  # Begin filling
    t.pendown()
    t.left(60)
    t.forward(5)
    t.left(120)
    t.forward(5)
    t.left(120)
    t.forward(5)
    t.end_fill()
    t.setheading(0)


def draw_grid(tlx, tly, x, y, size):
    """"""
    Draws a grid with x rows and y columns with
    squares of side length size starting at (tlx,tly)
    """"""
    for i in range(x):
        for j in range(y):
            draw_square(tlx + (i * size), tly - j * size, size)


def check_hit(key):
    """"""Determines whether a key corresponds to the mole""s location""""""
    target_positions = {
        ""1"": (-150, -150),
        ""2"": (0, -150),
        ""3"": (150, -150),
        ""4"": (-150, 0),
        ""5"": (0, 0),
        ""6"": (150, 0),
        ""7"": (-150, 150),
        ""8"": (0, 150),
        ""9"": (150, 150)
    }
    target_x, target_y = target_positions.get(key)
    if (mole_x, mole_y) == (target_x, target_y):
        print(""Hit!"")
    else:
        print(""Miss!"")


def move_mole():
    """"""
    Moves the mole and triggers the next mole move
    if the timer hasn""t expired
    """"""
    global mole_x, mole_y

    if game_over:
        return

    mole_x, mole_y = new_mole_position()
    t.clear()
    draw_grid(-225, 225, 3, 3, 150)
    draw_mole(mole_x, mole_y)
    wn.update()
    wn.ontimer(move_mole, 2000)


def end_game():
    """"""Ends the game""""""
    global game_over
    game_over = True
    t.penup()
    wn.clear()
    wn.bgcolor(""black"")
    t.goto(0, 100)
    t.pencolor(""White"")
    t.write(""Time's Up!"", align=""center"", font=(""Arial"", 20, ""bold""))


def bind_key(k):
    """"""Bind key k to check hit on the corresponding square""""""
    wn.onkeypress(lambda: check_hit(k), k)


t = Turtle()
t.hideturtle()
mole_x, mole_y = 0, 0

# Set up screen
wn = Screen()
wn.tracer(0)
wn.title(""Whack-A-Mole"")
wn.bgcolor(""green"")
wn.setup(width=600, height=600)

# Bind key press events
wn.listen()
for i in range(1, 10):
    bind_key(str(i))

duration = 30
game_over = False
wn.ontimer(end_game, duration * 1000)
move_mole()
wn.exitonclick()",[27]
StackOverflow,1307,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"import random
from turtle import Screen, Turtle


def draw_square(x, y, size):
    """"""Draws a square with top-left position (x,y) and side length size""""""
    t.penup()
    t.goto(x, y)
    t.pendown()
    for i in range(4):
        t.forward(size)
        t.right(90)
    t.penup()


def draw_circle(x, y, r):
    """"""Draw a circle at center (x,y) with radius r""""""
    t.penup()
    t.goto(x, y - r)
    t.pendown()
    t.circle(r)


def new_mole_position():
    """"""Chooses random mole coordinates""""""
    coords = [-150, 0, 150]
    x = random.choice(coords)
    y = random.choice(coords)
    return x, y


def draw_mole(x, y): 
    """"""Draws the mole at (x, y)""""""
    draw_circle(x, y, 50)  # Body
    draw_circle(x - 40, y - 40, 7)  # Left foot
    draw_circle(x + 40, y - 40, 7)  # Right foot
    draw_circle(x - 55, y + 15, 7)  # Left hand
    draw_circle(x + 55, y + 15, 7)  # Right hand
    t.penup()  # Head
    t.goto(x - 45, y + 20)
    t.setheading(-50)
    t.pendown()
    t.circle(60, 100)
    t.setheading(0)
    draw_circle(x - 10, y + 35, 2)  # Left eye
    draw_circle(x + 10, y + 35, 2)  # Right eye
    draw_grid(x - 7, y + 20, 2, 1, 7)  # Teeth
    t.goto(x, y + 22)  # Nose
    t.fillcolor(""black"")  # Set the fill color
    t.begin_fill()  # Begin filling
    t.pendown()
    t.left(60)
    t.forward(5)
    t.left(120)
    t.forward(5)
    t.left(120)
    t.forward(5)
    t.end_fill()
    t.setheading(0)


def draw_grid(tlx, tly, x, y, size):
    """"""
    Draws a grid with x rows and y columns with
    squares of side length size starting at (tlx,tly)
    """"""
    for i in range(x):
        for j in range(y):
            draw_square(tlx + (i * size), tly - j * size, size)


def check_hit(key):
    """"""Determines whether a key corresponds to the mole""s location""""""
    target_positions = {
        ""1"": (-150, -150),
        ""2"": (0, -150),
        ""3"": (150, -150),
        ""4"": (-150, 0),
        ""5"": (0, 0),
        ""6"": (150, 0),
        ""7"": (-150, 150),
        ""8"": (0, 150),
        ""9"": (150, 150)
    }
    target_x, target_y = target_positions.get(key)
    if (mole_x, mole_y) == (target_x, target_y):
        print(""Hit!"")
    else:
        print(""Miss!"")


def move_mole():
    """"""
    Moves the mole and triggers the next mole move
    if the timer hasn""t expired
    """"""
    global mole_x, mole_y

    if game_over:
        return

    mole_x, mole_y = new_mole_position()
    t.clear()
    draw_grid(-225, 225, 3, 3, 150)
    draw_mole(mole_x, mole_y)
    wn.update()
    wn.ontimer(move_mole, 2000)


def end_game():
    """"""Ends the game""""""
    global game_over
    game_over = True
    t.penup()
    wn.clear()
    wn.bgcolor(""black"")
    t.goto(0, 100)
    t.pencolor(""White"")
    t.write(""Time's Up!"", align=""center"", font=(""Arial"", 20, ""bold""))


def bind_key(k):
    """"""Bind key k to check hit on the corresponding square""""""
    wn.onkeypress(lambda: check_hit(k), k)


t = Turtle()
t.hideturtle()
mole_x, mole_y = 0, 0

# Set up screen
wn = Screen()
wn.tracer(0)
wn.title(""Whack-A-Mole"")
wn.bgcolor(""green"")
wn.setup(width=600, height=600)

# Bind key press events
wn.listen()
for i in range(1, 10):
    bind_key(str(i))

duration = 30
game_over = False
wn.ontimer(end_game, duration * 1000)
move_mole()
wn.exitonclick()",[28]
StackOverflow,1361,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"# this function could live as LineService.get_random_line for example
# its responsibility is to fetch a random line from a file
def get_random_line(path=""netflix_list.txt""):
    lines = open(path).read().splitlines()
    return random.choice(lines)


# this function encodes the rule that ""if the accepted response is json or xml
# we do the random value, otherwise we return a default value""
def get_random_or_default_line_for_accept_value(accept, path=""netflix_list.txt"", default_value=""This is an example""):
    if accept not in (""application/json"", ""application/xml""):
        return default_value

    return get_random_line(path=path)


@router.get('/one-random-line')
def get_one_random_line(request: Request):
    return {
        ""line"": get_random_or_default_line_for_accept_value(
            accept=request.headers.get('accept'),
        ),
    }


@router.get('/one-random-line-backwards')
def get_one_random_line_backwards(request: Request):
    return {
        ""line"": get_random_or_default_line_for_accept_value(
            accept=request.headers.get('accept'),
        )[::-1],
    }",[5]
StackOverflow,1380,B311,Standard pseudo-random generators are not suitable for security/cryptographic purposes.,"""""""
    Simple demo of a pool of riders delivering packages where the 
    number of riders can change over time

    Idel riders are keep in a store that is wrapped in a class
    to manage the number of riders

    Programmer Michael R. Gibbs
""""""

import simpy
import random

class Rider():
    """"""
        quick class to track the riders that deliver packages
    """"""

    # tracks the next id to be assigned to a rider
    next_id = 1

    def __init__(self):

        self.id = Rider.next_id
        Rider.next_id += 1

class Pack():
    """"""
        quick class to track the packages
    """"""

    # tracks the next id to be assigned to a pack
    next_id = 1

    def __init__(self):

        self.id = Pack.next_id
        Pack.next_id += 1

class RiderPool():
    """"""
        Pool of riders where the number of riders can be changed
    """"""

    def __init__(self, env, start_riders=10):

        self.env = env

        # tracks the number of riders we need
        self.target_cnt = start_riders

        # tracks the number of riders we have
        self.curr_cnt = start_riders

        # the store idle riders
        self.riders = simpy.Store(env)

        # stores do not start with objects like resource pools do.
        # need to add riders yourself as part of set up
        self.riders.items = [Rider() for _ in range(start_riders)]
 

    def add_rider(self):
        """"""
            Add a rider to the pool
        """"""

        self.target_cnt += 1


        if self.curr_cnt < self.target_cnt:
            # need to add a rider to the pool to get to the target
            rider = Rider()
            self.riders.put(rider)
            self.curr_cnt += 1
            print(f'{env.now:0.2f} rider {rider.id} added')

        else:
            # already have enough riders,
            # must have tried to reduce the rider pool while all riders were busy
            # In effect we are cancelling a previous remove rider call
            print(f'{env.now:0.2f} keeping rider scheduled to be removed instead of adding')

    def remove_rider(self):
        """"""
            Remove a rider from the pool

            If all the riders are busy, the actual removal of a rider
            will happen when a that rider finishes it current task and is
            tried to be put/returned back into the pool
        """"""

        self.target_cnt -= 1

        if self.curr_cnt > self.target_cnt:
            if len(self.riders.items) > 0:
                # we have a idle rider that we can remove now

                rider = yield self.riders.get()
                self.curr_cnt -= 1
                print(f'{env.now:0.2f} rider {rider.id} removed from store')

            else:
                # wait for a rider to be put back to the pool
                pass
        

    def get(self):
        """"""
            Get a rider from the pool

            returns a get request that can be yield to, not a rider
        """"""

        rider_req = self.riders.get()

        return rider_req

    def put(self, rider):
        """"""
            put a rider pack into the pool
        """"""

        if self.curr_cnt <= self.target_cnt:
            # still need the rider
            self.riders.put(rider)
        else:
            # have tool many riders, do not add back to pool
            self.curr_cnt -= 1
            print(f'{env.now:0.2f} rider {rider.id} removed on return to pool')

def gen_packs(env, riders):
    """"""
        generates the arrival of packages to be delivered by riders
    """"""

    while True:

        yield env.timeout(random.randint(1,4))
        pack = Pack()

        env.process(ship_pack(env, pack, riders))

def ship_pack(env, pack, riders):
    """"""
        The process of a rider delivering a packages
    """"""

    print(f'{env.now:0.2f} pack {pack.id} getting rider')

    rider = yield riders.get()

    print(f'{env.now:0.2f} pack {pack.id} has rider {rider.id}')

    # trip time
    yield env.timeout(random.randint(5,22))

    riders.put(rider)

    print(f'{env.now:0.2f} pack {pack.id} delivered')

def rider_sched(env, riders):
    """"""
        Changes the number of riders in rider pool over time
    """"""


    yield env.timeout(30)
    # time to remove a few riders

    print(f'{env.now:0.2f} -- reducing riders')
    print(f'{env.now:0.2f} -- request queue len {len(riders.riders.get_queue)}')
    print(f'{env.now:0.2f} -- rider store len {len(riders.riders.items)}')

    for _ in range(5):
        env.process(riders.remove_rider())

    yield env.timeout(60)
    # time to add back some riders

    print(f'{env.now:0.2f} -- adding riders ')
    for _ in range(2):
        riders.add_rider()


# run the model
env = simpy.Environment()
riders = RiderPool(env, 10)

env.process(gen_packs(env, riders))
env.process(rider_sched(env, riders))

env.run(100)

print(f'{env.now:0.2f} -- end rider count {riders.target_cnt}')",[139]
